pid,label,key,location,keywords,description,named_persons,rights,creation_date,ingest_date,latitude,longitude,format,source,order,layout,thumbnail,full,manifest,collection
00473pl,Climax,climax,Climax (Colo.),"Mining, People, Men, Interior, Machinery, Climax Molybdenum Company",Climax: Two men sink a vertical shaft ,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3039,cmhc_item,"/img/derivatives/iiif/images/00473pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00473pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00473pl/manifest.json,cmhc
00314cc,Leadville,leadville,Leadville (Colo.),"Buildings, Businesses, Houses",Leadville from West 9th Street,,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,304,cmhc_item,"/img/derivatives/iiif/images/00314cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00314cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00314cc/manifest.json,cmhc
00474pl,Climax,climax,Climax (Colo.),"Mining, People, Men, Machinery, Interior, Climax Molybdenum Company","Climax: Storke Level, 100 Million Tons, February 11, 1953 - January 6, 1970, Warren Hatfield (right), Joffe Johnson (left), Sonny Rager (driver)","Warren Hatfield, Joffe Johnson, Sonny Rager",This photo is property of Lake County Public Library.,01/06/1970,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3040,cmhc_item,"/img/derivatives/iiif/images/00474pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00474pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00474pl/manifest.json,cmhc
00475pl,Climax,climax,Climax (Colo.),"Mining, Climax Molybdenum Company",Climax: Open Pit,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3041,cmhc_item,"/img/derivatives/iiif/images/00475pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00475pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00475pl/manifest.json,cmhc
00476pl,Climax,climax,Climax (Colo.),"Mining, Climax Molybdenum Company",Climax: Open Pit,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3042,cmhc_item,"/img/derivatives/iiif/images/00476pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00476pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00476pl/manifest.json,cmhc
00477pl,Climax,climax,Climax (Colo.),"Mining, People, Men, Interior, Climax Molybdenum Company",Climax: A miner tying in ring drilled charges on a slope,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3043,cmhc_item,"/img/derivatives/iiif/images/00477pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00477pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00477pl/manifest.json,cmhc
00478pl,Climax,climax,Climax (Colo.),"Mining, People, Men, Interior, Climax Molybdenum Company",Climax: A miner examines the muck pile after a shot on the Storke level,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3044,cmhc_item,"/img/derivatives/iiif/images/00478pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00478pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00478pl/manifest.json,cmhc
00479pl,Climax,climax,Climax (Colo.),"Mining, People, Men, Interior, Climax Molybdenum Company",Climax: A shift boss looks on as a miner bars down loose neck on the Storke level,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3045,cmhc_item,"/img/derivatives/iiif/images/00479pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00479pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00479pl/manifest.json,cmhc
00480pl,Climax,climax,Climax (Colo.),"Mining, People, Men, Machinery, Interior, Climax Molybdenum Company",Climax: Hydroulic Concrete Form Setter,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3046,cmhc_item,"/img/derivatives/iiif/images/00480pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00480pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00480pl/manifest.json,cmhc
00481pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Climax Molybdenum Company",Climax: Lectra Haul Haulage Truck,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3047,cmhc_item,"/img/derivatives/iiif/images/00481pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00481pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00481pl/manifest.json,cmhc
00482pl,Climax,climax,Climax (Colo.),"Mining, Climax Molybdenum Company",Climax: Phillipson Trestle,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3048,cmhc_item,"/img/derivatives/iiif/images/00482pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00482pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00482pl/manifest.json,cmhc
00483pl,Climax,climax,Climax (Colo.),"Mining, Climax Molybdenum Company",Climax Molybdenum Mine,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3049,cmhc_item,"/img/derivatives/iiif/images/00483pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00483pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00483pl/manifest.json,cmhc
00315cc,Buildings & Businesses,bandb,,"Buildings, Houses",Unidentified log house,,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,305,cmhc_item,"/img/derivatives/iiif/images/00315cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00315cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00315cc/manifest.json,cmhc
00484pl,Climax,climax,Climax (Colo.),"Mining, Climax Molybdenum Company",Climax Molybdenum Mine,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3050,cmhc_item,"/img/derivatives/iiif/images/00484pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00484pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00484pl/manifest.json,cmhc
00485pl,Climax,climax,Climax (Colo.),"Mining, Climax Molybdenum Company",Climax molybdenum Mine,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3051,cmhc_item,"/img/derivatives/iiif/images/00485pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00485pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00485pl/manifest.json,cmhc
00486pl,Climax,climax,Climax (Colo.),"Mining, Climax Molybdenum Company",Climax: Train Return,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3052,cmhc_item,"/img/derivatives/iiif/images/00486pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00486pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00486pl/manifest.json,cmhc
00487pl,Climax,climax,Climax (Colo.),"Mining, Climax Molybdenum Company, Machinery",Climax: Open Pit Equipment,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3053,cmhc_item,"/img/derivatives/iiif/images/00487pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00487pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00487pl/manifest.json,cmhc
00488pl,Climax,climax,Climax (Colo.),"Mining, Buildings, Climax Molybdenum Company",Climax Molybdenum Company,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3054,cmhc_item,"/img/derivatives/iiif/images/00488pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00488pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00488pl/manifest.json,cmhc
00489pl,Climax,climax,Climax (Colo.),"Mining, Interior, Machinery, Climax Molybdenum Company",Climax: Ball Mill and Spiral,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3055,cmhc_item,"/img/derivatives/iiif/images/00489pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00489pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00489pl/manifest.json,cmhc
00490pl,Leadville,leadville,Leadville (Colo.),"Buildings, Houses, Snow, Mountains","Mt. Traver Street, Leadville, Colorado",,This photo is property of Lake County Public Library.,,2021-04-06,,,Photo,Scanned Photo,3056,cmhc_item,"/img/derivatives/iiif/images/00490pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00490pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00490pl/manifest.json,cmhc
00491pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Climax Molybdenum Company",Climax: Dipper,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3057,cmhc_item,"/img/derivatives/iiif/images/00491pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00491pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00491pl/manifest.json,cmhc
00492pl,Climax,climax,Climax (Colo.),"Mining, Buildings, Climax Molybdenum Company",Climax: Surface Buildings,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3058,cmhc_item,"/img/derivatives/iiif/images/00492pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00492pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00492pl/manifest.json,cmhc
00493pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Climax Molybdenum Company",Climax: Front End Loader,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3059,cmhc_item,"/img/derivatives/iiif/images/00493pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00493pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00493pl/manifest.json,cmhc
00316cc,Outside Lake County,outside,,"Cemetery, Graves",Hunter grave site,,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,306,cmhc_item,"/img/derivatives/iiif/images/00316cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00316cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00316cc/manifest.json,cmhc
00494pl,Climax,climax,Climax (Colo.),"Mining, People, Men, Machinery, Climax Molybdenum Company",Climax: Number 4 electric shovel,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3060,cmhc_item,"/img/derivatives/iiif/images/00494pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00494pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00494pl/manifest.json,cmhc
00495pl,Climax,climax,Climax (Colo.),"Mining, People, Men, Interiors, Machinery, Climax Molybdenum Company","Climax: Phillipson Tunnel, 1930",,This photo is property of Lake County Public Library.,1930,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3061,cmhc_item,"/img/derivatives/iiif/images/00495pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00495pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00495pl/manifest.json,cmhc
00496pl,Climax,climax,Climax (Colo.),"Mining, People, Men, Interiors, Climax Molybdenum Company",Climax ,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3062,cmhc_item,"/img/derivatives/iiif/images/00496pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00496pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00496pl/manifest.json,cmhc
00497pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Climax Molybdenum Company","Climax: Drill Rig, 1978",,This photo is property of Lake County Public Library.,1978,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3063,cmhc_item,"/img/derivatives/iiif/images/00497pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00497pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00497pl/manifest.json,cmhc
00498pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Climax Molybdenum Company",Climax: Number four shovel and electra haul truck,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3064,cmhc_item,"/img/derivatives/iiif/images/00498pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00498pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00498pl/manifest.json,cmhc
00499pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Construction, Climax Molybdenum Company",Climax: Retaining wall construction,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3065,cmhc_item,"/img/derivatives/iiif/images/00499pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00499pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00499pl/manifest.json,cmhc
00500pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Interior, Climax Molybdenum Company",Climax: Ball mill and spiral classifier,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3066,cmhc_item,"/img/derivatives/iiif/images/00500pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00500pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00500pl/manifest.json,cmhc
00501pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Interior, Climax Molybdenum Company",Climax Molybdenum Company,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3067,cmhc_item,"/img/derivatives/iiif/images/00501pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00501pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00501pl/manifest.json,cmhc
00502pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Interior, People, Men, Climax Molybdenum Company",Climax Molybdenum Company,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3068,cmhc_item,"/img/derivatives/iiif/images/00502pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00502pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00502pl/manifest.json,cmhc
00503pl,Climax,climax,Climax (Colo.),"Mining, Climax Molybdenum Company",Climax Molybdenum Company,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3069,cmhc_item,"/img/derivatives/iiif/images/00503pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00503pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00503pl/manifest.json,cmhc
00317cc,People,people,,"People, Women",Unidentified woman,,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,307,cmhc_item,"/img/derivatives/iiif/images/00317cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00317cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00317cc/manifest.json,cmhc
00504pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Climax Molybdenum Company",Climax Molybdenum Company,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3070,cmhc_item,"/img/derivatives/iiif/images/00504pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00504pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00504pl/manifest.json,cmhc
00505pl,Climax,climax,Climax (Colo.),"Mining, Machinery, Climax Molybdenum Company",Climax Molybdenum Company,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3071,cmhc_item,"/img/derivatives/iiif/images/00505pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00505pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00505pl/manifest.json,cmhc
00506pl,Climax,climax,Climax (Colo.),"Mining, Climax Molybdenum Company",Climax Molybdenum Company,,This photo is property of Lake County Public Library.,,2021-04-06,39.36832,-106.18744,Photo,Scanned Photo,3072,cmhc_item,"/img/derivatives/iiif/images/00506pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00506pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00506pl/manifest.json,cmhc
00507pl,People,people,Leadville (Colo.),"People, Women","Rosaline Adamich, 1940",Rosaline Adamich,This photo is property of Lake County Public Library.,1940,2021-04-06,,,Photo,Scanned Photo,3073,cmhc_item,"/img/derivatives/iiif/images/00507pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00507pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00507pl/manifest.json,cmhc
00508pl,People,people,Leadville (Colo.),"People, Men","LeRoy Alford, 1938",LeRoy Alford,This photo is property of Lake County Public Library.,1938,2021-04-06,,,Photo,Scanned Photo,3074,cmhc_item,"/img/derivatives/iiif/images/00508pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00508pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00508pl/manifest.json,cmhc
00509pl,People,people,Leadville (Colo.),"People, Women","Olga Babich, 1934 ",Olga Babich,This photo is property of Lake County Public Library.,1934,2021-04-06,,,Photo,Scanned Photo,3075,cmhc_item,"/img/derivatives/iiif/images/00509pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00509pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00509pl/manifest.json,cmhc
00510pl,People,people,Leadville (Colo.),"People, Men","Willard Green, 1936",Willard Green,This photo is property of Lake County Public Library.,1936,2021-04-06,,,Photo,Scanned Photo,3076,cmhc_item,"/img/derivatives/iiif/images/00510pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00510pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00510pl/manifest.json,cmhc
00511pl,People,people,Leadville (Colo.),"People, Men","Charles Morrison, 1940",Charles Morrison,This photo is property of Lake County Public Library.,1940,2021-04-06,,,Photo,Scanned Photo,3077,cmhc_item,"/img/derivatives/iiif/images/00511pl/full/250,/0/default.jpg","/img/derivatives/iiif/images/00511pl/full/1140,/0/default.jpg",/img/derivatives/iiif/00511pl/manifest.json,cmhc
